noFinesset,title,capacity,postcode,city
850022385,EHPAD La Berthomière,59,85560,LONGEVILLE SUR MER
850006644,EHPAD La Pibole,0,85550,LA BARRE DE MONTS
850003229,EHPAD Résidence L'Ermitage,60,85540,MOUTIERS LES MAUXFAITS
850003112,EHPAD BEAUSEJOUR,76,85540,LE CHAMP ST PERE
850002429,EHPAD Étoile du soir,87,85530,LA BRUFFIERE
850003930,EHPAD Sainte-Anne,66,85520,JARD SUR MER
850023961,EHPAD La Charmille,65,85510,LE BOUPERE
850026980,Résidence Les Chênes,5,85500,LES HERBIERS
850024092,MARPA Les lavandières,24,85500,ST PAUL EN PAREDS
850026105,MARPA - Résidence Harmonie,24,85500,CHAMBRETAUD
850024233,EHPAD Maison de retraite du Clerge,70,85500,LES HERBIERS
850025172,EHPAD Les Hirondelles,55,85500,BEAUREPAIRE
850003153,EHPAD La  Fontaine du Jeu,272,85500,LES HERBIERS
850024951,EHPA Maison d'accueil familiale Marie-Claude Mignet,21,85500,LES HERBIERS
850003096,EHPAD Les Hauts de Plaisance,97,85490,BENET
850021379,EHPAD Les Humeaux,59,85480,BOURNEZEAU
850027616,Résidence La Source,10,85470,BREM SUR MER
850022781,EHPAD Résidence de l'Aubraie,65,85470,BRETIGNOLLES SUR MER
850016569,EHPAD Résidence L'Agaret,66,85470,BREM SUR MER
850003088,EHPAD Paul Bouhier,75,85460,L AIGUILLON SUR MER
850022955,MARPA des Hauts de l'Abbaye,24,85450,MOREILLES
850003773,EHPAD Sainte-Bernadette Maison de retraite,58,85450,CHAMPAGNE LES MARAIS
850003898,EHPAD Saint-Denis,61,85450,VOUILLE LES MARAIS
850003104,EHPAD Résidence Les pictons,79,85450,CHAILLE LES MARAIS
850023102,EHPAD Le Chêne Vert,48,85450,PUYRAVAULT
850026956,Résidence Les Saisonnales,24,85440,GROSBREUIL
850017575,MARPA Résidence Les côteaux du lac,24,85440,POIROUX
850003955,EHPAD Sainte-Marie,55,85440,TALMONT ST HILAIRE
850003567,EHPAD Pierre Genais,50,85440,AVRILLE
850003310,EHPAD Le Havre du Payré,88,85440,TALMONT ST HILAIRE
850027301,MARPA Le Temps de vivre,24,85430,LA BOISSIERE DES LANDES
850011958,EHPAD Résidence Simonne Moreau,46,85430,AUBIGNY
850003237,EHPAD Résidence Henri-Panetier,77,85430,NIEUL LE DOLENT
850003484,EHPAD Le Marais Résidence Julie Boeuf,50,85420,MAILLEZAIS
850003815,EHPAD Le Cèdre,23,85420,MAILLE
850011784,Accueil de jour Les Huttiers,10,85420,MAILLEZAIS
850019829,EHPAD Résidence des Marronniers,78,85410,LA CAILLERE ST HILAIRE
850003351,USLD CHD Vendée Site de Luçon,0,85400,LUCON
850003849,EHPAD La Sainte-Famille,67,85400,STE GEMME LA PLAINE
850020405,EHPAD Henry Renaud,218,85400,LUCON
850023912,Résidence Les Tilleuls,24,85390,ST MAURICE LE GIRARD
850011842,EHPAD Résidence La Clé de Sol,60,85390,MOUILLERON EN PAREDS
850026592,EHPAA LA CLE DE SOL,1,85390,MOUILLERON EN PAREDS
850003831,EHPAD La Résidence Fleurie,57,85370,NALLIERS
850027467,Résidence autonomie Les Tulipes,6,85360,LA TRANCHE SUR MER
850022419,EHPAD Les Tulipes,67,85360,LA TRANCHE SUR MER
850003179,EHPAD Les Chênes Verts,67,85350,L ILE D YEU
850017690,EHPAD Hôpital Dumonté,0,85350,L ILE D YEU
850005034,EHPAD Calypso,37,85350,L ILE D YEU
850018193,Résidence Les Saisonnales,24,85340,OLONNE SUR MER
850025602,EHPAD Les Cordeliers,84,85340,OLONNE SUR MER
850000266,USLD du Centre hospitalier de Noirmoutier,0,85330,NOIRMOUTIER EN L ILE
850020439,EHPAD du Centre hospitalier de Noirmoutier,96,85330,NOIRMOUTIER EN L ILE
850002189,EHPAD Les roches,70,85320,CHATEAU GUIBERT
850003203,EHPAD Les Ardillers,85,85320,MAREUIL SUR LAY DISSAIS
850026303,Résidence Les Charmes de l'Yon,24,85310,NESMY
850002171,EHPAD Payraudeau,89,85310,LA CHAIZE LE VICOMTE
850025628,EHPAD Les Côteaux de l'Yon,73,85310,ST FLORENT DES BOIS
850003377,USLD du Centre hospitalier site de Challans,0,85300,CHALLANS
850025701,MARPA  Au Vent des Marais,24,85300,SALLERTAINE
850025917,EHPAD Marie et Albert Guillonneau,86,85300,CHALLANS
850011057,EHPAD Les Jardins Médicis,81,85300,CHALLANS
850016627,EHPAD Les Châtaigniers,80,85300,SOULLANS
850006651,EHPAD La Cap'Line,47,85300,LE PERRIER
850020124,EHPAD Aquarelle,110,85300,CHALLANS
850026584,EHPAA LA CAP LINE,11,85300,LE PERRIER
850026873,EHPA - résidence L'entracte,14,85300,CHALLANS
850024878,MAISON DU SAINT ESPRIT,34,85290,ST LAURENT SUR SEVRE
850020298,EHPAD Saint-Alexandre,120,85290,MORTAGNE SUR SEVRE
850002221,EHPAD Montfort,64,85290,ST LAURENT SUR SEVRE
850009952,EHPAD La Sagesse,168,85290,ST LAURENT SUR SEVRE
850003583,EHPAD Durand Robin,79,85280,LA FERRIERE
850017070,EHPAD Villa Beausoleil,62,85270,NOTRE DAME DE RIEZ
850021544,EHPAD Louis Caiveau,67,85270,ST HILAIRE DE RIEZ
850027863,Résidence autonomie L'Issoire,25,85260,ST ANDRE TREIZE VOIES
850023425,EHPAD Martial Caillaud,68,85260,L HERBERGEMENT
850007758,EHPAD Maison des soeurs ainées,66,85260,MORMAISON
850007709,EHPAD Maison Esther Ble,80,85260,LES BROUZILS
850024761,EHPAD Les Roses d'or - Le Chêne d'or,32,85260,LES BROUZILS
850026048,Résidence Les Saisonnales,24,85250,ST FULGENT
850027913,Résidence Charlotte Gabrielle Ranfray,26,85250,CHAVAGNES EN PAILLERS
850025925,Maison de Vie La Résidence du Parc la Rabateliere,24,85250,LA RABATELIERE
850011255,MARPA Clair de Lune,24,85250,VENDRENNES
850002213,EHPAD Résidence Au fil des Maines,99,85250,ST FULGENT
850002197,EHPAD Résidence Au fil des Maines,73,85250,CHAVAGNES EN PAILLERS
850007899,EHPAD La Maison du Sacré-Coeur ,81,85250,CHAVAGNES EN PAILLERS
850002254,EHPAD Résidence La Moulinotte,93,85240,ST HILAIRE DES LOGES
850023045,EHPAD Résidence Aliénor d'Aquitaine,64,85240,NIEUL SUR L AUTISE
850026568,EHPAA LA MOULINOTTE,5,85240,ST HILAIRE DES LOGES
850026030,MARPA La Josinette,24,85230,ST GERVAIS
850002155,EHPAD Résidence Les Mathurins,101,85230,BEAUVOIR SUR MER
850002163,EHPAD La Reynerie,119,85230,BOUIN
850026949,Résidence Les Saisonnales,24,85220,COMMEQUIERS
850026485,Résidence Les Primevères,24,85220,ST MAIXENT SUR VIE
850017302,EHPAD Résidence Les Maisons de l'harmonie,42,85220,LA CHAIZE GIRAUD
850003146,EHPAD Les Mimosas,68,85220,COMMEQUIERS
850009044,EHPAD Les Boutons d'Or,36,85220,L AIGUILLON SUR VIE
850024712,EHPAD Le Home du Verger,30,85220,APREMONT
850016585,EHPAD La Clergerie,80,85220,COEX
850003294,EHPAD La Smagne,81,85210,STE HERMINE
850017278,Le Logis de Pahu,24,85200,LONGEVES
850024456,EHPAD Union Chrétienne,62,85200,FONTENAY LE COMTE
850003799,EHPAD Saint-Luc,67,85200,DOIX
850003245,EHPAD Multisite Pissotte-Vouvant,78,85200,PISSOTTE
850022807,EHPAD Les Fils d'argent,47,85200,FONTENAY LE COMTE
850020389,EHPAD Centre hospitalier de Fontenay le Comte,289,85200,FONTENAY LE COMTE
850026576,EHPAA UNION CHRETIENNE,4,85200,FONTENAY LE COMTE
850003906,Maison de retraite Charles Marguerite Association le Ruleau,104,85190,AIZENAY
850022872,EHPAD Le Val Fleuri,66,85190,VENANSAULT
850023086,EHPAD La Source,57,85190,BEAULIEU SOUS LA ROCHE
850027376,EHPAA VENANSAULT,10,85190,VENANSAULT
850003195,EHPAD Sainte-Anne,104,85170,LES LUCS SUR BOULOGNE
850003252,EHPAD Résidence Yves Cougnaud,88,85170,LE POIRE SUR VIE
850025214,EHPAD Les Glycines,58,85170,ST DENIS LA CHEVASSE
850009390,EHPAD La Bienvenue,26,85170,DOMPIERRE SUR YON
850022500,EHPAD L'Orée du Bocage,63,85170,BELLEVILLE SUR VIE
850003302,EHPAD La Forêt,80,85160,ST JEAN DE MONTS
850020470,EHPAD Ernest Guerin,159,85160,ST JEAN DE MONTS
850021528,MARPA La vallée verte,24,85150,STE FOY
850004870,MARPA Bernadette,24,85150,STE FLAIVE DES LOUPS
850026659,MAISON DE VIE LES SAULNIERS,24,85150,LANDERONDE
850003211,EHPAD Résidence Béthanie,108,85150,LA MOTHE ACHARD
850025230,EHPAD Le Parc de l'Auzance,46,85150,VAIRE
850018235,MARPA Foyer-Logement Claire Fontaine,24,85140,STE FLORENCE
850023037,EHPAD Résidence Sainte-Agathe,49,85140,ST MARTIN DES NOYERS
850003575,EHPAD Résidence Saint-Vincent de Paul,89,85140,LES ESSARTS
850024746,EHPAD Les roses d'or - la roseraie,44,85140,CHAUCHE
850027350,EHPAA ESSARTS EN BOCAGE,17,85140,LES ESSARTS
850027368,Résidence autonomie Sainte Sophie,20,85130,LA GAUBRETIERE
850023110,MARPA Le logis du bois,24,85130,TIFFAUGES
850003807,EHPAD Sainte-Sophie,43,85130,LA GAUBRETIERE
850003963,EHPAD Saint-Joseph,84,85130,LA VERRIE
850003187,EHPAD Les Bruyères,74,85130,LES LANDES GENUSSON
850020579,USLD la Châtaigneraie,15,85120,LA CHATAIGNERAIE
850011594,Résidence La Fragonette,24,85120,ST HILAIRE DE VOUST
850013343,EHPAD des collines Vendéennes,34,85120,LA CHATAIGNERAIE
850023136,EHPAD Multisite Pissotte-Vouvant,66,85120,VOUVANT
850023656,EHPAD Le Bocage,76,85120,ANTIGNY
850022831,EHPAD La Pierre-Rose,70,85120,ST PIERRE DU CHEMIN
850003138,EHPAD Bon accueil,72,85120,LA CHATAIGNERAIE
850026121,Maison de vie Le tail Fleuri,24,85110,ST GERMAIN DE PRINCAY
850023995,MARPA Les grands parents,24,85110,STE CECILE
850003120,EHPAD L’Assemblée,82,85110,CHANTONNAY
850004896,EHPAD Les Érables,58,85110,ST PROUANT
850021049,USLD Les maisonnées de Lumière,0,85100,LES SABLES D OLONNE
850024043,Foyer-Logement les fleurs salines,90,85100,LES SABLES D OLONNE
850012048,Foyer-Logement les Genets d'Or,103,85100,LES SABLES D OLONNE
850016601,EHPAD Les Vallées,80,85100,LES SABLES D OLONNE
850020454,EHPAD Les Maisonnées de Lumière,208,85100,LES SABLES D OLONNE
850011503,EHPAD Les Jardins d'Olonne,108,85100,LES SABLES D OLONNE
850017294,EHPAD Le Logis des Olonnes,95,85100,LES SABLES D OLONNE
850004912,EHPAD Le Bourgenay,70,85100,LES SABLES D OLONNE
850021866,USLD Centre hospitalier Georges Mazurelle,0,85000,LA ROCHE SUR YON
850020546,USLD CHD Vendée Site de la Roche-sur-Yon,0,85000,LA ROCHE SUR YON
850021353,Résidence Pont Rouge,65,85000,LA ROCHE SUR YON
850006545,EHPAD Résidence Saint-André d'Ornay,83,85000,LA ROCHE SUR YON
850003286,EHPAD Résidence Léon Tapon,80,85000,LA ROCHE SUR YON
850022864,EHPAD Les Bords d'Amboise,46,85000,MOUILLERON LE CAPTIF
850016643,EHPAD Le Moulin Rouge,80,85000,LA ROCHE SUR YON
850008699,EHPAD La Vigne aux Roses,80,85000,LA ROCHE SUR YON
850011909,EHPAD Korian Le Richelieu,73,85000,LA ROCHE SUR YON
850017658,EHPAD Centre hospitalier Georges Mazurelle,25,85000,LA ROCHE SUR YON
850003278,EHPAD André Boutelier,96,85000,LA ROCHE SUR YON
850025677,Centre hébergement temporaire du Sadapa,22,85000,LA ROCHE SUR YON
850026550,Accueil de jour Sadapa,10,85000,LA ROCHE SUR YON
840002091,EHPAD Jeanne de Baroncelli,55,84860,CADEROUSSE
840002067,EHPAD Le Soleil Comtadin,50,84810,AUBIGNAN
840017693,Foyer logement Le Clos des Lavandes,72,84800,L ISLE SUR LA SORGUE
840012678,EHPAD du Centre hospitalier de l'Isle-sur-La-Sorgue,163,84800,L ISLE SUR LA SORGUE
840006381,EHPAD Le Clos des Lavandes,72,84800,L ISLE SUR LA SORGUE
840002414,MAISON DE RETRAITE DOMAINE DE GUERRE,18,84700,SORGUES
840007793,Foyer-Logement Le Ronquet,77,84700,SORGUES
840002216,EHPAD Aimé Pêtre,95,84700,SORGUES
840007785,EHPAD Résidence Beau Soleil,53,84600,VALREAS
840006084,EHPAD Les Capucins,137,84600,VALREAS
840006498,Foyer-Résidence Alphonse-Daudet,90,84500,BOLLENE
840007660,EHPAD du Centre hospitalier de Bollène,93,84500,BOLLENE
840002190,EHPAD Jehan Rippert,83,84490,ST SATURNIN LES APT
840007959,EHPAD Les Opalines,80,84470,CHATEAUNEUF DE GADAGNE
840011753,EHPAD Les Sereins,60,84460,CHEVAL BLANC
840017289,EHPAD L'Oustau de Léo,90,84450,ST SATURNIN LES AVIGNON
840011738,EHPAD La Bastide du Lubéron,92,84440,ROBION
840002166,EHPAD public de Piolenc,40,84420,PIOLENC
840006118,EHPAD Albert Artilland,53,84410,BEDOIN
840007579,Soins Longue Durée (SLD) - Centre hospitalier du Pays d'Apt,0,84400,APT
840007777,Résidence autonomie Village Luberon Château,40,84400,GARGAS
840006506,Foyer-Logement Francois-Rustin,90,84400,APT
840007504,EHPAD La Madeleine,66,84400,APT
840011670,EHPAD La Bastide des Lavandins,94,84400,APT
840007694,EHPAD du Centre hospitalier de Sault,42,84390,SAULT
840013767,EHPAD L'Albionnaise,90,84390,ST CHRISTOL
840002158,EHPAD Hippolyte Sautel,52,84380,MAZAN
840002083,EHPAD Résidence Les Sept rivières,98,84370,BEDARRIDES
840017941,EHPAD Roquefraîche,33,84360,LAURIS
840012751,EHPAD Les Amandines,85,84360,LAURIS
840006191,EHPAD Maison Saint-Vincent,80,84350,COURTHEZON
840006183,EHPAD Le Centenaire,70,84340,MALAUCENE
840002141,EHPAD L'Oustalet ,59,84340,MALAUCENE
840015598,EHPAD Le Clos de la Garance,68,84320,ENTRAIGUES SUR LA SORGUE
840011720,EHPAD Résidence Saint-André,80,84310,MORIERES LES AVIGNON
840013262,USLD du Centre hospitalier de Cavaillon,0,84300,CAVAILLON
840007298,Foyer-Résidence Saint-Martin,45,84300,CAVAILLON
840012850,EHPAD du Centre hospitalier de Cavaillon,99,84300,CAVAILLON
840002182,EHPAD Les Arcades,66,84290,STE CECILE LES VIGNES
840006357,Foyer-Logement Du troisième Age,38,84270,VEDENE
840002208,EHPAD public Anne de Ponte,60,84260,SARRIANS
840002224,EHPAD Les Cigales,85,84250,LE THOR
840012223,EHPAD Résidence du Pays d'Aigues,45,84240,LA TOUR D AIGUES
840002448,EHPAD Notre-Dame de la Ferrage la Tour d'Aigues,90,84240,LA TOUR D AIGUES
840002109,EHPAD Prosper Mathieu,85,84230,CHATEAUNEUF DU PAPE
840007678,Section Maison de retraite du Centre hospitalier de Gordes,75,84220,GORDES
840002513,Résidence du Quisan,133,84210,VENASQUE
840007488,Foyer-Logement Crillon,56,84210,PERNES LES FONTAINES
840011696,EHPAD L'Atrium,80,84210,ST DIDIER
840011662,USLD Centre hospitalier de Carpentras,0,84200,CARPENTRAS
840011795,Maison de retraite privée Orpea Les Chesnaies,80,84200,CARPENTRAS
840011803,EHPAD Résidence Saint-Louis,112,84200,CARPENTRAS
840006076,EHPAD La Lègue,111,84200,CARPENTRAS
840002075,EHPAD Résidence Christian Gonnet,58,84190,BEAUMES DE VENISE
840006704,La maison sans souci Joseph-Gontier,57,84170,MONTEUX
840002059,EHPAD de Cadenet,90,84160,CADENET
840002125,EHPAD L'Âge d'or,51,84160,CUCURON
840014526,EHPAD La Sousto,48,84150,VIOLES
840002133,EHPAD Intercommunal de Courthezon-Jonquierères,116,84150,JONQUIERES
840015069,Maison Jean Touraille,17,84130,LE PONTET
840006225,Foyer-Logement Les floralies,70,84130,LE PONTET
840011688,EHPAD Les Opalines - Le Pontet,80,84130,LE PONTET
840007595,USLD Site Pertuis,0,84120,PERTUIS
840007512,Foyer-Logement Maisons du soleil,70,84120,PERTUIS
840011019,EHPAD Résidence Saint-Roch,30,84120,PERTUIS
840006233,Foyer-Logement La Sereno,82,84110,VAISON LA ROMAINE
840011704,EHPAD Résidence Le Pommerol,80,84110,VAISON LA ROMAINE
840002174,EHPAD Le Tilleul d'Or,46,84110,SABLET
840007645,EHPAD Frédéric Mistral,90,84110,VAISON LA ROMAINE
840017701,EHPAD du Centre hospitalier Orange,30,84100,ORANGE
840002505,EHPAD Raoul Rose,78,84100,ORANGE
840002430,EHPAD Le Sacré Coeur,63,84100,ORANGE
840011415,EHPAD La Deymarde,110,84100,ORANGE
840007587,Centre hospitalier Louis Giorgi USLD d'Orange,0,84100,ORANGE
840012470,USLD Le village du Centre hospitalier d'Avignon Henri-Duffau,10,84000,AVIGNON
840002489,Foyer-Résidence Le clos du noyer,80,84000,AVIGNON
840002497,Foyer-Logement Le Clos de la Jarretiere,68,84000,AVIGNON
840006522,EHPAD Villa Bethanie Avignon,31,84000,AVIGNON
840011746,EHPAD Les Portes du Luberon,80,84000,AVIGNON
840008379,EHPAD La Maison Paisible,151,84000,AVIGNON
840002422,EHPAD Enclos Saint-Jean,80,84000,AVIGNON
840016794,EHPAD COS Saint-Roch,124,84000,AVIGNON
830200218,EHPAD Les Platanes,62,83990,ST TROPEZ
830016978,EHPAD Résidalya le Grand Jardin,94,83980,LE LAVANDOU
830215281,EHPAD La Maison du Lac,33,83890,BESSE SUR ISSOLE
830216412,EHPAD privé les Amis des Aînés,19,83870,SIGNES
830212783,USLD Le Mont d'azur,0,83860,NANS LES PINS
830013629,La Phocéanne centre de long séjour,0,83860,NANS LES PINS
830206447,EHPAD Résidence du Mont Aurelien,96,83860,NANS LES PINS
830207304,EHPAD Les Jardins de Sainte-Baume,85,83860,NANS LES PINS
830215711,EHPAD Le Pré de la Roque,51,83830,FIGANIERES
830101259,EHPAD Bouen Seren,46,83830,BARGEMON
830101507,EHPAD Résidence Pin et Soleil,102,83790,PIGNANS
830207007,Foyer-Logement Sainte-Madeleine,35,83740,LA CADIERE D AZUR
830004719,Résidence Hermès,80,83700,ST RAPHAEL
830200424,Foyer-Logement Les acacias,52,83700,ST RAPHAEL
830017711,EHPAD Les Jardins de Valescure,80,83700,ST RAPHAEL
830101283,EHPAD Le Home Arménien,61,83700,ST RAPHAEL
830213864,EHPAD La Chênaie,60,83700,ST RAPHAEL
830101234,Association AOAPAR EHPAD L'Hermitage,120,83700,ST RAPHAEL
830200358,Résidence autonomie Le Nai,40,83690,SALERNES
830101549,EHPAD La Source,102,83690,SALERNES
830216545,SAS Korian Les Fontaines,73,83670,BARJOLS
830200168,EHPAD Résidence Saint-Clair,75,83640,ST ZACHARIE
830101432,EHPAD public L'Oustaou de Zaou,76,83630,AUPS
830213435,Korian Rives d'Esterel,116,83600,FREJUS
830201208,Foyer-Logement La respelido,39,83600,FREJUS
830018172,EHPAD MBV - Bellestel,107,83600,LES ADRETS DE L ESTEREL
830015269,EHPAD Les Eaux vives,100,83600,FREJUS
830011458,EHPAD Les Clos de Planestel,78,83600,BAGNOLS EN FORET
830017117,EHPAD Korian L'Aubier de Cybèle,86,83600,FREJUS
830015939,EHPAD Jean-Lachenaud,68,83600,FREJUS
830213880,Centre hospitalier intercommunal Saint-Raphaël Unité de soin,0,83600,FREJUS
830006839,Association Alzheimer Les Libellules,19,83600,FREJUS
830211173,USLD du Centre hospitalier de Saint-Tropez,0,83580,GASSIN
830101440,EHPAD public Pasteur,65,83570,CARCES
830101457,EHPAD Xavier Marin,61,83570,COTIGNAC
830214029,EHPAD Les Templiers,28,83570,MONTFORT SUR ARGENS
830200408,EHPAD Verdon Accueil,80,83560,ST JULIEN
830101515,EHPAD Saint-Jacques,70,83560,RIANS
830011599,EHPAD Les Clématites,82,83550,VIDAUBAN
830010039,La Maison des Micocouliers,105,83520,ROQUEBRUNE SUR ARGENS
830201141,Foyer-Logement Le Jas de Callian,42,83520,ROQUEBRUNE SUR ARGENS
830200432,Foyer-Logement de Lorgues,34,83510,LORGUES
830101473,EHPAD Saint-François,76,83510,LORGUES
830101291,EHPAD Notre-Dame des Anges,55,83510,LORGUES
830201174,Foyer-Résidence Jean-Bartolini,40,83500,LA SEYNE SUR MER
830200416,Foyer-Logement Ambroise-Croizat,56,83500,LA SEYNE SUR MER
830016531,EHPAD Toussaint Merle,66,83500,LA SEYNE SUR MER
830211702,EHPAD Résidence Saint-Honorat,80,83500,LA SEYNE SUR MER
830215349,EHPAD Les Palmiers,80,83500,LA SEYNE SUR MER
830006128,EHPAD Les Jardins de Mar Vivo,0,83500,LA SEYNE SUR MER
830004529,EHPAD Les Jardins de Mar Vivo,47,83500,LA SEYNE SUR MER
830011128,EHPAD L'Âge d'Or,83,83500,LA SEYNE SUR MER
830215612,EHPAD L'Atrium,90,83500,LA SEYNE SUR MER
830004628,EHPAD Korian Cap Sicie,86,83500,LA SEYNE SUR MER
830213922,EHPAD Bellevue,80,83500,LA SEYNE SUR MER
830020012,CHITS USLD LA SEYNE SUR MER,0,83500,LA SEYNE SUR MER
830011698,Accueil de jour Les Pensées,12,83500,LA SEYNE SUR MER
830215174,EHPAD Les Mille soleils,78,83490,LE MUY
830213872,EHPAD Saint-Jacques,50,83480,PUGET SUR ARGENS
830017059,EHPAD Henri Dunant,75,83480,PUGET SUR ARGENS
830211207,EHPAD Résidence Marie-Magdeleine,70,83470,ST MAXIMIN LA STE BAUME
830212429,EHPAD Le Vallon des Abeilles,72,83470,SEILLONS SOURCE D ARGENS
830016309,EHPAD Aux Trois Tilleuls,57,83470,ST MAXIMIN LA STE BAUME
830021259,Accueil de jour Les Pensées,11,83470,ST MAXIMIN LA STE BAUME
830213047,Foyer-Logement Notre Dame,42,83460,LES ARCS
830212650,EHPAD L'Entraide Salésienne,51,83460,LES ARCS
830200127,Maison de retraite privée Le Pradon,56,83440,CALLIAN
830200440,Foyer-Logement La Roque,42,83440,FAYENCE
830101556,EHPAD du Riou Blanc,85,83440,SEILLANS
830015319,EHPAD Les Jonquiers,40,83440,ST PAUL EN FORET
830210845,EHPAD Les Amandiers,80,83440,MONTAUROUX
830200184,EHPAD Le Domaine de Tassy,32,83440,TOURRETTES
830213930,EHPAD Korian Les Pins bleus,80,83430,ST MANDRIER SUR MER
830214433,EHPAD Les Agapanthes,55,83420,LA CROIX VALMER
830212759,USLD Beauséjour,10,83400,HYERES
830101580,Résidence de la Médaille Militaire,75,83400,HYERES
830019196,Résidence autonomie Les romarins,13,83400,HYERES
830019204,Résidence autonomie Les bougainvilliers,15,83400,HYERES
830200457,Foyer-Logement les Lavandes,45,83400,HYERES
830206587,Foyer-Logement Les Mûriers,40,83400,HYERES
830213849,EHPAD du centre hospitalier,182,83400,HYERES
830212155,EHPAD L'Héliotrope,60,83400,HYERES
830215869,EHPAD Korian Villa Eyras,120,83400,HYERES
830212106,EHPAD Korian La Louisiane,103,83400,HYERES
830211678,EHPAD Beausejour,90,83400,HYERES
830011318,EHPAD public André Blanc,70,83390,PIERREFEU DU VAR
830101465,EHPAD Saont-Jacques - Les Capucines,81,83390,CUERS
830021317,EHPAD Saint-Jacques - Les Gênets,79,83390,CUERS
830213054,EHPAD Résidence Sainte-Philomène,29,83390,PUGET VILLE
830007209,USLD du Centre hospitalier départemental du Var au Luc,0,83340,LE LUC
830101481,EHPAD du Centre hospitalier départemental du Var au Luc,236,83340,LE LUC
830012449,EHPAD autonome l'Escandihado,62,83340,FLASSANS SUR ISSOLE
830101242,EHPAD Manon des Sources,89,83330,LE BEAUSSET
830201125,Foyer-Résidence Wetzel,36,83320,CARQUEIRANNE
830200119,EHPAD Peirin,90,83310,COGOLIN
830101325,EHPAD Les Migraniers,42,83310,GRIMAUD
830018222,MARPA  l'Abeille,24,83300,CHATEAUDOUBLE
830206223,Foyer-Logement Ilot  de L'horloge,70,83300,DRAGUIGNAN
830004339,EHPAD public La Pierre de la fée,76,83300,DRAGUIGNAN
830215109,EHPAD Tonus Vitamine,80,83300,DRAGUIGNAN
830216073,Centre hospitalier la Dracénie,101,83300,DRAGUIGNAN
830213989,Centre hospitalier de la Dracénie,0,83300,DRAGUIGNAN
830016838,Accueil de jour alzeimer le Méditerrannée,12,83300,DRAGUIGNAN
830208484,Maison Marie-Dominique,19,83270,ST CYR SUR MER
830201158,Foyer-Logement La falquette,78,83270,ST CYR SUR MER
830206462,EHPAD de la Mgen,139,83270,ST CYR SUR MER
830212080,EHPAD Les Alizés,78,83270,ST CYR SUR MER
830200333,EHPAD au Bon Accueil,24,83260,LA CRAU
830215125,Foyer-Logement Bellisa,60,83250,LA LONDE LES MAURES
830215034,EHPAD Résidence Bellisa,56,83250,LA LONDE LES MAURES
830212114,EHPAD Le Bois Joli,80,83240,CAVALAIRE SUR MER
830017299,EHPAD Résidence Olive et Germain Braquehais,90,83230,BORMES LES MIMOSAS
830201190,Foyer-Logement Rai de Souleou,48,83220,LE PRADET
830212569,EHPAD Les Opalines,80,83220,LE PRADET
830213740,Maison de famille Bastide-Guirans,142,83210,SOLLIES TOUCAS
830206207,Foyer-Logement Roger-Mistral,53,83210,LA FARLEDE
830214508,EHPAD Les Serves,20,83210,LA FARLEDE
830011219,EHPAD Les Figuiers,90,83210,SOLLIES PONT
830101564,EHPAD Félix Pey,60,83210,SOLLIES PONT
830018123,EHPAD Les Jardins du Revest,77,83200,LE REVEST LES EAUX
830020731,EHPAD Résidence Victoria,85,83190,OLLIOULES
830213088,EHPAD Lou Jas,85,83190,OLLIOULES
830213955,EHPAD L'Alexandra,47,83190,OLLIOULES
830207478,EHPAD Canto Maï,69,83190,OLLIOULES
830212742,USLD du Centre hospitalier Jean Marcel,0,83170,BRIGNOLES
830213609,EHPAD La Marjolaine,57,83170,TOURVES
830015988,Centre hospitalier Jean Marcel,44,83170,BRIGNOLES
830017109,Accueil de jour autonome Lou Souléou de Maia,10,83170,BRIGNOLES
830201166,Foyer-Résidence Les Genets,63,83160,LA VALETTE DU VAR
830007928,EHPAD Résidence Les Oliviers,90,83160,LA VALETTE DU VAR
830009908,EHPAD Résidence Colonel Picot,92,83160,LA VALETTE DU VAR
830007449,EHPAD Les Tamaris,94,83160,LA VALETTE DU VAR
830215182,EHPAD Les Jardins de Thalassa,95,83160,LA VALETTE DU VAR
830215661,Foyer-Logement Les acacias,23,83150,BANDOL
830212874,EHPAD Résidence Aigue-Marine,125,83150,BANDOL
830016739,Accueil de jour autonome Les Pensées,10,83150,BANDOL
830016689,EHPAD Résidence Notre-Dame de Paracol,80,83143,LE VAL
830211710,Résidence autonomie Louis Faraut,76,83140,SIX FOURS LES PLAGES
830206249,Résidence Autonomie Frédéric Mistral,42,83140,SIX FOURS LES PLAGES
830200390,Résidence Autonomie Fondation Lelièvre,82,83140,SIX FOURS LES PLAGES
830201083,EHPAD Les Jardins de Provence,73,83140,SIX FOURS LES PLAGES
830017166,EHPAD Les Charmettes,79,83140,SIX FOURS LES PLAGES
830216586,EHPAD Le Nouvel Age,16,83140,SIX FOURS LES PLAGES
830017695,EHPAD La Rose de Noel,85,83140,SIX FOURS LES PLAGES
830215539,EHPAD Plénitude,80,83136,GAREOULT
830212825,EHPAD Korian La Provençale,76,83136,LA ROQUEBRUSSANNE
830212767,USLD Centre de gérontologie Georges Clémenceau,14,83130,LA GARDE
830200366,Résidence autonomie Marie-Curie,79,83130,LA GARDE
830206231,Résidence Marie-Curie,81,83130,LA GARDE
830215042,EHPAD Maison de retraite Kérios ,80,83130,LA GARDE
830009718,EHPAD Le Mas des Sènes,106,83130,LA GARDE
